% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.655500191e+04 +9.655500191e+04 +9.670415191e+04 +9.670415191e+04 +2.7482e+00 +4.1677e+00 -6.4238e-02
3 +9.810824479e+03 +9.810824479e+03 +9.959974479e+03 +9.959974479e+03 +2.1725e+00 -1.9078e-01 +3.9774e+00
5 +2.471565778e+03 +2.471565778e+03 +2.620715778e+03 +2.620715778e+03 -7.6770e-01 -1.6696e+00 +4.0631e+00
19 +1.434183925e+03 +1.434183925e+03 +1.583333925e+03 +1.583333925e+03 +1.0854e+00 +5.5495e-01 +3.2560e-02
23 +1.019479384e+02 +1.019479384e+02 +2.510979384e+02 +2.510979384e+02 -8.9286e-01 -4.2295e-01 +3.2170e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.481898217e+04 +5.481898217e+04 +5.381898217e+04 +5.381898217e+04 +9.8514e-01 +2.5238e+00 -4.2836e+00
4 +1.110202951e+04 +1.110202951e+04 +1.010202951e+04 +1.010202951e+04 -2.9767e+00 +3.2526e+00 -2.9078e-01
8 +1.626077704e+03 +1.626077704e+03 +6.260777035e+02 +6.260777035e+02 -3.3651e+00 -4.8504e-01 -2.9663e+00
13 +2.591526512e+02 +2.591526512e+02 -7.408473488e+02 -7.408473488e+02 -4.2520e+00 +7.7687e-01 +2.4267e+00
% function evaluation | noise-free fitness - Fopt (9.862000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.313071881e+05 +1.313071881e+05 +1.314058081e+05 +1.314058081e+05 +3.9493e+00 -4.6526e+00 +1.0849e+00
2 +4.620774660e+04 +4.620774660e+04 +4.630636660e+04 +4.630636660e+04 +2.6095e+00 -4.0725e+00 +3.3320e+00
3 +4.944548133e+03 +4.944548133e+03 +5.043168133e+03 +5.043168133e+03 -3.1648e+00 +1.1045e-01 -4.7060e-01
8 +1.771775009e+03 +1.771775009e+03 +1.870395009e+03 +1.870395009e+03 -8.9097e-01 -4.5375e-01 +1.9397e-01
% function evaluation | noise-free fitness - Fopt (-4.715000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.385438520e+05 +1.385438520e+05 +1.384967020e+05 +1.384967020e+05 +4.1108e+00 +4.0153e+00 +3.0259e+00
3 +7.071426419e+03 +7.071426419e+03 +7.024276419e+03 +7.024276419e+03 -1.4527e+00 +1.2590e+00 -6.5833e-01
6 +8.430849754e+02 +8.430849754e+02 +7.959349754e+02 +7.959349754e+02 -1.7190e+00 -3.6941e+00 +3.4342e+00
26 +4.860860631e+02 +4.860860631e+02 +4.389360631e+02 +4.389360631e+02 -3.6347e-01 -3.0566e+00 -7.0955e-01
% function evaluation | noise-free fitness - Fopt (3.752000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.023453616e+04 +6.023453616e+04 +6.027205616e+04 +6.027205616e+04 -3.5302e+00 +8.7193e-01 +4.5852e+00
3 +4.073092975e+03 +4.073092975e+03 +4.110612975e+03 +4.110612975e+03 +3.9717e+00 -3.1592e+00 +2.5542e+00
12 +1.658274007e+03 +1.658274007e+03 +1.695794007e+03 +1.695794007e+03 +2.6264e+00 -4.4280e+00 +1.0320e+00
13 +2.418282087e+02 +2.418282087e+02 +2.793482087e+02 +2.793482087e+02 +1.4648e+00 -2.1608e+00 +1.2256e+00
23 +5.716169343e+01 +5.716169343e+01 +9.468169343e+01 +9.468169343e+01 +2.7691e+00 -1.9985e+00 +2.4813e+00
% function evaluation | noise-free fitness - Fopt (-2.980000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.780552887e+03 +5.780552887e+03 +5.750752887e+03 +5.750752887e+03 -3.6003e+00 +2.4758e+00 -2.2480e+00
18 +1.744936621e+03 +1.744936621e+03 +1.715136621e+03 +1.715136621e+03 -4.2469e+00 +9.8079e-01 +2.0711e+00
27 +7.333376861e+01 +7.333376861e+01 +4.353376861e+01 +4.353376861e+01 -2.9412e+00 +9.0534e-01 +2.4346e+00
% function evaluation | noise-free fitness - Fopt (8.140000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.701129777e+03 +4.701129777e+03 +4.782529777e+03 +4.782529777e+03 -3.8663e+00 -2.7662e+00 -4.1971e+00
2 +3.509240437e+03 +3.509240437e+03 +3.590640437e+03 +3.590640437e+03 -7.3700e-01 -2.1222e+00 -3.5326e+00
8 +4.464223657e+01 +4.464223657e+01 +1.260422366e+02 +1.260422366e+02 -3.2867e+00 -1.3617e+00 +3.5058e+00
% function evaluation | noise-free fitness - Fopt (-1.835000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.864388161e+04 +2.864388161e+04 +2.862553161e+04 +2.862553161e+04 -3.9376e+00 +7.4782e-01 -4.9294e+00
4 +2.515262933e+03 +2.515262933e+03 +2.496912933e+03 +2.496912933e+03 -2.1479e+00 +4.3351e-01 +1.8154e+00
19 +2.223400078e+03 +2.223400078e+03 +2.205050078e+03 +2.205050078e+03 -1.6685e+00 -6.8473e-01 +1.7968e+00
% function evaluation | noise-free fitness - Fopt (-9.987000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.365935036e+02 +5.365935036e+02 +4.367235036e+02 +4.367235036e+02 -3.2913e+00 -2.4091e+00 -2.1999e+00
17 +3.736175128e+02 +3.736175128e+02 +2.737475128e+02 +2.737475128e+02 -1.5477e+00 -3.1403e+00 -3.2575e+00
% function evaluation | noise-free fitness - Fopt (7.680000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.237941592e+04 +1.237941592e+04 +1.238709592e+04 +1.238709592e+04 +1.7485e+00 +3.1884e+00 -9.7468e-01
2 +2.434868300e+03 +2.434868300e+03 +2.442548300e+03 +2.442548300e+03 -4.2735e+00 +2.1195e+00 +8.0947e-01
6 +4.913174646e+02 +4.913174646e+02 +4.989974646e+02 +4.989974646e+02 -1.9002e+00 -1.2886e+00 +2.5584e+00
10 +2.485068482e+02 +2.485068482e+02 +2.561868482e+02 +2.561868482e+02 -3.4560e+00 +2.4999e+00 +4.5960e-01
% function evaluation | noise-free fitness - Fopt (-1.809300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.419142698e+03 +1.419142698e+03 +1.238212698e+03 +1.238212698e+03 -2.4063e+00 -3.7033e+00 +3.1197e+00
22 +5.968227219e+02 +5.968227219e+02 +4.158927219e+02 +4.158927219e+02 -7.1908e-01 +1.7696e-01 +3.4679e-01
29 +8.768760207e+01 +8.768760207e+01 -9.324239793e+01 -9.324239793e+01 -2.1853e+00 -1.3707e+00 -1.5316e+00
% function evaluation | noise-free fitness - Fopt (-3.674000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.337751815e+03 +2.337751815e+03 +2.301011815e+03 +2.301011815e+03 -2.2750e+00 +2.7502e+00 -5.8460e-01
24 +6.474300494e+02 +6.474300494e+02 +6.106900494e+02 +6.106900494e+02 -3.6886e+00 +2.5611e+00 +4.6888e+00
% function evaluation | noise-free fitness - Fopt (1.151100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.856445951e+04 +5.856445951e+04 +5.867956951e+04 +5.867956951e+04 +4.1879e+00 +7.6691e-01 -3.0392e+00
4 +1.221089856e+04 +1.221089856e+04 +1.232600856e+04 +1.232600856e+04 -2.8900e-01 -4.5850e-01 -1.2774e-01
10 +4.932819324e+02 +4.932819324e+02 +6.083919324e+02 +6.083919324e+02 +2.9462e-01 -2.8375e+00 -2.1353e+00
23 +1.156178566e+02 +1.156178566e+02 +2.307278566e+02 +2.307278566e+02 +2.0783e+00 -3.9663e+00 -1.8822e+00
% function evaluation | noise-free fitness - Fopt (1.759000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.934165790e+04 +2.934165790e+04 +2.935924790e+04 +2.935924790e+04 +2.8225e+00 -3.0592e+00 -1.2724e+00
3 +1.339504004e+04 +1.339504004e+04 +1.341263004e+04 +1.341263004e+04 +2.4377e+00 -2.2075e+00 -1.5033e+00
8 +8.201048720e+02 +8.201048720e+02 +8.376948720e+02 +8.376948720e+02 +3.6977e-01 +8.5262e-01 +2.4404e+00
26 +3.787818334e+01 +3.787818334e+01 +5.546818334e+01 +5.546818334e+01 -6.3634e-01 +8.0765e-01 -1.0330e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.271173503e+05 +1.271173503e+05 +1.281173503e+05 +1.281173503e+05 +2.3468e+00 +3.6742e+00 +3.3089e+00
2 +3.630108372e+03 +3.630108372e+03 +4.630108372e+03 +4.630108372e+03 -2.2255e+00 -4.3071e-01 +4.3007e+00
3 +7.457736512e+02 +7.457736512e+02 +1.745773651e+03 +1.745773651e+03 -2.1905e+00 -3.0577e+00 -1.3132e+00
4 +5.232002043e+02 +5.232002043e+02 +1.523200204e+03 +1.523200204e+03 -3.7330e+00 -4.0008e+00 +3.2667e-01
6 +8.144527133e+01 +8.144527133e+01 +1.081445271e+03 +1.081445271e+03 -1.6925e+00 -2.2131e-01 -1.2955e+00
