% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.896506174e+03 +4.896506174e+03 +4.926476174e+03 +4.926476174e+03
10 +3.745987758e+03 +3.745987758e+03 +3.775957758e+03 +3.775957758e+03
% function evaluation | noise-free fitness - Fopt (-5.171000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.433164790e+03 +4.433164790e+03 +4.381454790e+03 +4.381454790e+03
35 +3.795903401e+03 +3.795903401e+03 +3.744193401e+03 +3.744193401e+03
% function evaluation | noise-free fitness - Fopt (-2.799500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.708265796e+03 +4.708265796e+03 +4.428315796e+03 +4.428315796e+03
40 +3.953503008e+03 +3.953503008e+03 +3.673553008e+03 +3.673553008e+03
% function evaluation | noise-free fitness - Fopt (9.319900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.890178649e+03 +4.890178649e+03 +5.822168649e+03 +5.822168649e+03
2 +3.879043469e+03 +3.879043469e+03 +4.811033469e+03 +4.811033469e+03
% function evaluation | noise-free fitness - Fopt (1.133100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.239748145e+03 +4.239748145e+03 +4.353058145e+03 +4.353058145e+03
8 +3.934162644e+03 +3.934162644e+03 +4.047472644e+03 +4.047472644e+03
% function evaluation | noise-free fitness - Fopt (-9.519000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.302017040e+03 +4.302017040e+03 +4.206827040e+03 +4.206827040e+03
8 +3.699331615e+03 +3.699331615e+03 +3.604141615e+03 +3.604141615e+03
% function evaluation | noise-free fitness - Fopt (-7.663000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.545907645e+03 +4.545907645e+03 +4.469277645e+03 +4.469277645e+03
5 +3.928856937e+03 +3.928856937e+03 +3.852226937e+03 +3.852226937e+03
% function evaluation | noise-free fitness - Fopt (1.152600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.886226660e+03 +4.886226660e+03 +5.001486660e+03 +5.001486660e+03
14 +3.661235118e+03 +3.661235118e+03 +3.776495118e+03 +3.776495118e+03
% function evaluation | noise-free fitness - Fopt (-1.000000000000e-01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.032433812e+03 +4.032433812e+03 +4.032333812e+03 +4.032333812e+03
6 +3.939299702e+03 +3.939299702e+03 +3.939199702e+03 +3.939199702e+03
% function evaluation | noise-free fitness - Fopt (-1.502400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.963311282e+03 +4.963311282e+03 +4.813071282e+03 +4.813071282e+03
14 +3.588236869e+03 +3.588236869e+03 +3.437996869e+03 +3.437996869e+03
% function evaluation | noise-free fitness - Fopt (7.470000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.294425721e+03 +5.294425721e+03 +5.369125721e+03 +5.369125721e+03
6 +3.759045574e+03 +3.759045574e+03 +3.833745574e+03 +3.833745574e+03
% function evaluation | noise-free fitness - Fopt (-8.478000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.388591868e+03 +4.388591868e+03 +4.303811868e+03 +4.303811868e+03
9 +3.220473726e+03 +3.220473726e+03 +3.135693726e+03 +3.135693726e+03
% function evaluation | noise-free fitness - Fopt (1.620500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.608665632e+03 +4.608665632e+03 +4.770715632e+03 +4.770715632e+03
4 +3.500357777e+03 +3.500357777e+03 +3.662407777e+03 +3.662407777e+03
% function evaluation | noise-free fitness - Fopt (-3.549000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.411923311e+03 +5.411923311e+03 +5.376433311e+03 +5.376433311e+03
14 +3.918566932e+03 +3.918566932e+03 +3.883076932e+03 +3.883076932e+03
% function evaluation | noise-free fitness - Fopt (1.762000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.915370128e+03 +4.915370128e+03 +5.091570128e+03 +5.091570128e+03
22 +3.833929392e+03 +3.833929392e+03 +4.010129392e+03 +4.010129392e+03
