% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.752546000e+05 +4.752546000e+05 +4.753308700e+05 +4.753308700e+05
6 +3.966967696e+05 +3.966967696e+05 +3.967730396e+05 +3.967730396e+05
28 +4.680625802e+04 +4.680625802e+04 +4.688252802e+04 +4.688252802e+04
30 +4.372664503e+03 +4.372664503e+03 +4.448934503e+03 +4.448934503e+03
76 +3.886439600e+03 +3.886439600e+03 +3.962709600e+03 +3.962709600e+03
83 +5.140290918e+02 +5.140290918e+02 +5.902990918e+02 +5.902990918e+02
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.026148129e+06 +5.026148129e+06 +5.026125579e+06 +5.026125579e+06
2 +2.029840833e+06 +2.029840833e+06 +2.029818283e+06 +2.029818283e+06
3 +5.414999917e+05 +5.414999917e+05 +5.414774417e+05 +5.414774417e+05
6 +2.295641496e+05 +2.295641496e+05 +2.295415996e+05 +2.295415996e+05
25 +5.995555564e+04 +5.995555564e+04 +5.993300564e+04 +5.993300564e+04
36 +9.978143047e+02 +9.978143047e+02 +9.752643047e+02 +9.752643047e+02
101 +5.461417334e+02 +5.461417334e+02 +5.235917334e+02 +5.235917334e+02
% function evaluation | noise-free fitness - Fopt (1.366000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.439182094e+06 +5.439182094e+06 +5.439195754e+06 +5.439195754e+06
2 +5.887369690e+05 +5.887369690e+05 +5.887506290e+05 +5.887506290e+05
13 +5.231712392e+02 +5.231712392e+02 +5.368312392e+02 +5.368312392e+02
% function evaluation | noise-free fitness - Fopt (9.378400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.928602868e+05 +3.928602868e+05 +3.937981268e+05 +3.937981268e+05
10 +5.156637996e+04 +5.156637996e+04 +5.250421996e+04 +5.250421996e+04
29 +1.078132655e+04 +1.078132655e+04 +1.171916655e+04 +1.171916655e+04
53 +4.977085799e+03 +4.977085799e+03 +5.914925799e+03 +5.914925799e+03
67 +1.230145089e+03 +1.230145089e+03 +2.167985089e+03 +2.167985089e+03
150 +4.855813170e+02 +4.855813170e+02 +1.423421317e+03 +1.423421317e+03
% function evaluation | noise-free fitness - Fopt (-7.872000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.501461648e+06 +3.501461648e+06 +3.501382928e+06 +3.501382928e+06
8 +1.509910917e+04 +1.509910917e+04 +1.502038917e+04 +1.502038917e+04
37 +1.047809554e+03 +1.047809554e+03 +9.690895539e+02 +9.690895539e+02
93 +5.679146262e+02 +5.679146262e+02 +4.891946262e+02 +4.891946262e+02
% function evaluation | noise-free fitness - Fopt (6.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.580162546e+07 +3.580162546e+07 +3.580169543e+07 +3.580169543e+07
2 +5.592580195e+03 +5.592580195e+03 +5.662550195e+03 +5.662550195e+03
96 +3.473024621e+03 +3.473024621e+03 +3.542994621e+03 +3.542994621e+03
257 +5.399684631e+02 +5.399684631e+02 +6.099384631e+02 +6.099384631e+02
% function evaluation | noise-free fitness - Fopt (9.791400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.552487235e+07 +1.552487235e+07 +1.552585149e+07 +1.552585149e+07
2 +5.732278315e+05 +5.732278315e+05 +5.742069715e+05 +5.742069715e+05
3 +2.106150646e+05 +2.106150646e+05 +2.115942046e+05 +2.115942046e+05
13 +2.859181870e+04 +2.859181870e+04 +2.957095870e+04 +2.957095870e+04
