% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.302772723e+01 +3.302772723e+01 +1.125077272e+02 +1.125077272e+02 -2.7030e+00 -4.5871e+00 -2.3999e-01 -8.9380e-01 -5.9850e-01
4 +1.869087757e+01 +1.869087757e+01 +9.817087757e+01 +9.817087757e+01 -2.2927e-01 -2.6695e+00 -2.9676e+00 +3.8874e+00 +1.9363e-02
10 +1.078588124e+01 +1.078588124e+01 +9.026588124e+01 +9.026588124e+01 -2.1254e+00 -2.6468e-01 -1.9383e+00 +3.6045e+00 -2.4715e+00
21 +7.050506553e+00 +7.050506553e+00 +8.653050655e+01 +8.653050655e+01 +2.6027e-01 -1.1913e+00 -2.8907e+00 +6.7748e-01 -1.7893e+00
38 +6.238745765e+00 +6.238745765e+00 +8.571874577e+01 +8.571874577e+01 -4.4618e-01 -1.4424e+00 -2.9917e+00 +2.0354e+00 -3.3980e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.772099386e+01 +1.772099386e+01 +4.122009939e+02 +4.122009939e+02 -3.3666e+00 -9.6781e-01 -1.4391e+00 +4.9517e+00 +3.5167e+00
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.030354436e+01 +3.030354436e+01 -2.168064556e+02 -2.168064556e+02 -4.3591e+00 +1.7594e+00 -6.1532e-02 +1.0034e+00 -8.3395e-01
3 +1.253507568e+01 +1.253507568e+01 -2.345749243e+02 -2.345749243e+02 -4.9914e+00 -7.7123e-01 +2.0577e+00 -4.5396e+00 -1.7259e+00
% function evaluation | noise-free fitness - Fopt (-1.520400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.329746247e+01 +6.329746247e+01 -8.874253753e+01 -8.874253753e+01 +3.7660e+00 -1.0045e+00 +2.0360e+00 +2.0510e+00 +4.4315e+00
3 +1.337878258e+01 +1.337878258e+01 -1.386612174e+02 -1.386612174e+02 +9.5075e-01 +4.3640e+00 -4.2332e+00 +3.5955e+00 +6.6776e-01
23 +8.501652301e+00 +8.501652301e+00 -1.435383477e+02 -1.435383477e+02 -1.1776e+00 +8.3680e-01 -3.9278e+00 +4.4874e+00 +4.8503e+00
